"JOB_ID","JOB_TYPE","DEPTH_M","DIAMETER_MM","MATERIAL","LENGTH_M","JOB_COST","zDEPTH","zDIAMETER","zLENGTH"
"Job 736","Replace",1.08,450,"CI",23.75,17936.12332,-1.8862109896606,3.55730411952691,-0.151682484972757
"Job 922","Repair",1.86,450,"AC",13.7,8255.403811,-0.962641706683115,3.55730411952691,-1.25677289002232
"Job 946","Replace",2.75,450,"ST",14.16,37339.4323,0.091174526457856,3.55730411952691,-1.20619163765189
"Job 1012","Replace",2.87,450,"AC",38.46,57475.80315,0.233262108454392,3.55730411952691,1.4658179984381
"Job 1022","Repair",2.6,450,"AC",9.04,10085.42802,-0.0864349510378132,3.55730411952691,-1.76918296838361
"Job 1246","Replace",2.21,450,"CI",43.58,54186.04323,-0.548219592526554,3.55730411952691,2.02880932916981
"Job 1396","Replace",1.55,450,"AC",24.14,25434.12069,-1.3297012935075,3.55730411952691,-0.108798379702177
"Job 1412","Repair",1.13,450,"AC",23.8,5381.292625,-1.82700783049537,3.55730411952691,-0.14618452275858
"Job 1462","Replace",4.05,450,"AC",30.32,73389.83006,1.63045666475366,3.55730411952691,0.570749749970092
"Job 1465","Replace",2.21,450,"CI",39.29,41703.46528,-0.548219592526554,3.55730411952691,1.55708417119343
"Job 1519","Replace",1.61,450,"AC",24.55,25788.26965,-1.25865750250923,3.55730411952691,-0.0637150895459258
"Job 1524","Replace",1.88,450,"AC",23.94,29691.26959,-0.938960443017026,3.55730411952691,-0.130790228558884
"Job 1574","Replace",2.1,450,"CI",29.76,33885.94828,-0.678466542690044,3.55730411952691,0.50917257317131
"Job 1588","Repair",2.99,450,"CI",18.86,13051.42603,0.375349690450927,3.55730411952691,-0.68938318951926
"Job 1608","Replace",3.24,450,"CI",31.64,57775.63669,0.671365486277043,3.55730411952691,0.715895952424363
"Job 1619","Replace",1.09,450,"CI",24.85,15411.66638,-1.87437035782755,3.55730411952691,-0.0307273162608642
"Job 1659","Replace",2.41,450,"AC",18.29,35403.24537,-0.311406955865661,3.55730411952691,-0.752059958760878
"Job 1684","Repair",2.62,450,"AC",13.57,13481.6661,-0.062753687371724,3.55730411952691,-1.27106759177918
"Job 1710","Repair",2.91,450,"CI",15.09,12732.95619,0.28062463578657,3.55730411952691,-1.1039295404682
"Job 1732","Replace",2.45,450,"AC",17.29,29834.22249,-0.264044428533482,3.55730411952691,-0.862019203044416
"Job 1742","Replace",3.29,450,"ST",33.25,56988.34539,0.730568645442265,3.55730411952691,0.89293033572086
"Job 1783","Repair",2.82,450,"ST",15.54,13226.20291,0.174058949289168,3.55730411952691,-1.05444788054061
"Job 1785","Replace",2.43,450,"AC",34.73,51958.97923,-0.287725692199572,3.55730411952691,1.0556700172605
"Job 1841","Repair",2.9,450,"CI",35.53,18060.71335,0.268784003953525,3.55730411952691,1.14363741268733
"Job 1865","Repair",3.98,450,"ST",23.1,24768.78145,1.54757224192234,3.55730411952691,-0.223155993757057
"Job 1885","Repair",2.48,450,"AC",28.11,14096.99741,-0.228522533034349,3.55730411952691,0.327739820103471
"Job 1901","Replace",2.12,450,"AC",23.58,36978.80351,-0.654785279023955,3.55730411952691,-0.170375556500959
"Job 1923","Replace",1.23,450,"CI",13.85,11512.22541,-1.70860151216493,3.55730411952691,-1.24027900337979
"Job 2034","Repair",1.59,450,"CI",18.63,8001.335162,-1.28233876617532,3.55730411952691,-0.714673815704474
"Job 2105","Replace",2.69,450,"ST",33.19,52479.68305,0.0201307354595882,3.55730411952691,0.886332781063847
"Job 2168","Replace",2.49,450,"AC",21.43,31986.06079,-0.216681901201304,3.55730411952691,-0.406787931710566
"Job 2249","Replace",1.95,450,"AC",35.3,34682.34245,-0.856076020185714,3.55730411952691,1.11834678650211
"Job 2284","Replace",2.95,450,"CI",29.25,47358.66875,0.327987163118749,3.55730411952691,0.453093358586705
"Job 2322","Repair",4.23,450,"CI",31.05,25881.80661,1.84358803774846,3.55730411952691,0.651019998297075
"Job 2334","Replace",1.41,450,"ST",31.24,25279.74434,-1.49547013917012,3.55730411952691,0.671912254710947
"Job 2386","Repair",1.83,450,"AC",34.37,10541.4512,-0.998163602182249,3.55730411952691,1.01608468931842
"Job 2392","Repair",2.74,450,"CI",30.68,16590.43166,0.0793338946248116,3.55730411952691,0.610335077912166
"Job 2405","Replace",2,450,"CI",21.32,32922.79924,-0.79687286102049,3.55730411952691,-0.418883448581756
"Job 2407","Replace",2.81,450,"CI",26.25,40798.1513,0.162218317456124,3.55730411952691,0.12321562573609
"Job 2429","Replace",2.08,450,"CI",21.04,35317.02703,-0.702147806356133,3.55730411952691,-0.449672036981146
"Job 2465","Repair",2.98,450,"AC",19.36,17070.97158,0.363509058617882,3.55730411952691,-0.634403567377491
"Job 2466","Replace",1.77,450,"ST",37.4,37293.02111,-1.06920739318052,3.55730411952691,1.34926119949754
"Job 2514","Replace",2.31,450,"CI",30.56,33382.10981,-0.429813274196107,3.55730411952691,0.597139968598141
"Job 2542","Replace",2.55,450,"CI",25.6,40668.22447,-0.145638110203037,3.55730411952691,0.0517421169517897
"Job 2627","Replace",2.77,450,"AC",25.83,38770.68389,0.114855790123945,3.55730411952691,0.0770327431370033
"Job 2692","Replace",1.54,450,"AC",16.67,18526.46413,-1.34154192534054,3.55730411952691,-0.93019393450021
"Job 2711","Replace",2.03,450,"CI",18.44,28352.01653,-0.761350965521357,3.55730411952691,-0.735566072118347
"Job 2714","Replace",2.94,450,"CI",18.72,43860.54642,0.316146531285704,3.55730411952691,-0.704777483718956
"Job 2859","Repair",3.79,450,"AC",35,24371.19618,1.3226002370945,3.55730411952691,1.08535901321705
"Job 2896","Replace",2.39,450,"AC",33.28,41497.98445,-0.33508821953175,3.55730411952691,0.896229113049366
"Job 3168","Replace",3.68,450,"AC",15.56,44316.45038,1.19235328693101,3.55730411952691,-1.05224869565494
"Job 3224","Replace",1.94,450,"AC",34.44,36456.97562,-0.867916652018758,3.55730411952691,1.02378183641827
"Job 3230","Replace",2,450,"AC",12.02,23366.90138,-0.79687286102049,3.55730411952691,-1.44150442041866
"Job 3238","Replace",4.57,450,"CI",27.92,72432.56606,2.24616952007198,3.55730411952691,0.306847563689599
"Job 3258","Replace",4.19,450,"AC",25.84,83447.70665,1.79622551041628,3.55730411952691,0.0781323355798388
"Job 3283","Replace",1.9,450,"AC",22.98,33133.49318,-0.915279179350937,3.55730411952691,-0.236351103071081
"Job 3394","Replace",2.99,450,"AC",10.57,33572.82084,0.375349690450927,3.55730411952691,-1.6009453246298
"Job 3405","Replace",3.98,450,"AC",14.47,45251.50384,1.54757224192234,3.55730411952691,-1.17210427192399
"Job 3411","Replace",3.67,450,"ST",41.78,78529.06705,1.18051265509796,3.55730411952691,1.83088268945944
"Job 3412","Replace",1.98,450,"AC",15.3,29013.8592,-0.82055412468658,3.55730411952691,-1.08083809916866
"Job 3413","Replace",2.49,450,"CI",18.17,35365.81684,-0.216681901201304,3.55730411952691,-0.765255068074902
"Job 3459","Repair",2.6,450,"CI",45.06,19561.37703,-0.0864349510378132,3.55730411952691,2.19154901070945
"Job 3477","Replace",1.76,450,"AC",14.31,21785.21586,-1.08104802501356,3.55730411952691,-1.18969775100936
"Job 3520","Repair",2.07,450,"AC",15.06,6786.819474,-0.713988438189178,3.55730411952691,-1.10722831779671
"Job 3537","Repair",1.84,450,"CI",36.82,13523.42703,-0.986322970349204,3.55730411952691,1.28548483781309
"Job 3596","Replace",2.33,450,"CI",38.35,49886.36243,-0.406132010530018,3.55730411952691,1.45372248156691
"Job 3602","Repair",3.52,450,"ST",18.03,18773.80325,1.00290317760229,3.55730411952691,-0.780649362274597
"Job 3662","Replace",3.22,450,"AC",24.84,55707.67172,0.647684222610953,3.55730411952691,-0.0318269087036997
"Job 3739","Replace",3.93,450,"CI",14.81,48756.36927,1.48836908275712,3.55730411952691,-1.13471812886759
"Job 3946","Replace",3.68,450,"AC",13.49,47281.52371,1.19235328693101,3.55730411952691,-1.27986433132186
"Job 4011","Repair",2.99,450,"ST",13.14,15090.18518,0.375349690450927,3.55730411952691,-1.3183500668211
"Job 4061","Replace",3.98,450,"AC",12.8,43504.39476,1.54757224192234,3.55730411952691,-1.3557362098775
"Job 4107","Repair",2.91,450,"ST",35.92,21199.07635,0.28062463578657,3.55730411952691,1.18652151795791
"Job 4167","Replace",3.16,450,"ST",34.58,55632.12952,0.576640431612686,3.55730411952691,1.03917613061797
"Job 4168","Replace",2.39,450,"AC",15.34,32664.44889,-0.33508821953175,3.55730411952691,-1.07643972939732
"Job 4196","Repair",2.34,450,"AC",23.13,14668.53339,-0.394291378696974,3.55730411952691,-0.219857216428551
"Job 4228","Replace",2.7,450,"CI",40,58659.74378,0.0319713672926331,3.55730411952691,1.63515523463475
"Job 4233","Replace",2.23,450,"ST",20.78,34116.98206,-0.524538328860464,3.55730411952691,-0.478261440494866
"Job 4259","Replace",4.49,450,"AC",10.34,48117.66388,2.15144446540762,3.55730411952691,-1.62623595081501
"Job 4268","Repair",2.94,450,"ST",27.59,17007.61741,0.316146531285704,3.55730411952691,0.270561013076031
"Job 4286","Replace",1.16,450,"ST",41.26,24908.31725,-1.79148593499624,3.55730411952691,1.773703882432
"Job 4303","Repair",2.62,450,"AC",30.12,13988.14817,-0.062753687371724,3.55730411952691,0.548757901113384
"Job 4305","Replace",3.09,450,"AC",16.92,42438.68241,0.493756008781373,3.55730411952691,-0.902704123429325
"Job 4333","Replace",2.67,450,"CI",24.96,40001.56982,-0.00355052820650108,3.55730411952691,-0.018631799389675
"Job 4386","Replace",2.23,450,"AC",27.13,36401.79504,-0.524538328860464,3.55730411952691,0.219979760705604
"Job 4387","Replace",2.35,450,"AC",14.02,32893.1672,-0.382450746863929,3.55730411952691,-1.22158593185159
"Job 4421","Replace",1.51,450,"AC",21.16,22308.43765,-1.37706382083968,3.55730411952691,-0.436476927667122
"Job 4449","Replace",1.57,450,"CI",16.84,20586.4557,-1.30602002984141,3.55730411952691,-0.911500862972008
"Job 4474","Repair",3.98,450,"ST",40.73,24002.72051,1.54757224192234,3.55730411952691,1.71542548296173
"Job 4491","Replace",3.35,450,"ST",39.54,61896.59937,0.801612436440533,3.55730411952691,1.58457398226432
"Job 4632","Replace",3.05,450,"CI",20.58,51900.28665,0.446393481449194,3.55730411952691,-0.500253289351574
"Job 4650","Repair",3.41,450,"AC",15.37,13064.01953,0.872656227438801,3.55730411952691,-1.07314095206881
"Job 4665","Replace",2.66,450,"AC",24.77,44793.76247,-0.0153911600395455,3.55730411952691,-0.0395240558035475
"Job 4766","Repair",2.66,450,"ST",18,12317.66565,-0.0153911600395455,3.55730411952691,-0.783948139603104
"Job 4790","Repair",4.04,450,"CI",17.52,16910.79247,1.61861603292061,3.55730411952691,-0.836728576859202
"Job 4825","Replace",2.68,450,"ST",17.35,30847.50596,0.00829010362654381,3.55730411952691,-0.855421648387404
"Job 4924","Replace",2.2,450,"AC",25.91,35987.48489,-0.560060224359598,3.55730411952691,0.0858294826796866
"Job 4955","Replace",2.46,450,"ST",14.62,27849.84457,-0.252203796700438,3.55730411952691,-1.15561038528146
"Job 11","Replace",1.48,315,"CI",29.17,14472.12811,-1.41258571633881,2.04182630358869,0.444296619044023
"Job 20","Repair",1.78,315,"ST",17.78,6000.263911,-1.05736676134747,2.04182630358869,-0.808139173345482
"Job 27","Replace",3.83,315,"CI",32.61,54847.55734,1.36996276442667,2.04182630358869,0.822556419379395
"Job 41","Replace",2.67,315,"ST",29.72,31882.25802,-0.00355052820650108,2.04182630358869,0.504774203399968
"Job 58","Replace",3.63,315,"CI",34.22,48417.09338,1.13315012776578,2.04182630358869,0.999590802675892
"Job 106","Replace",3.11,315,"AC",36.53,48306.1919,0.517437272447462,2.04182630358869,1.25359665697087
"Job 120","Replace",4.32,315,"AC",16.67,38368.85871,1.95015372424586,2.04182630358869,-0.93019393450021
"Job 125","Repair",1.96,315,"AC",39.97,10438.20873,-0.844235388352669,2.04182630358869,1.63185645730624
"Job 197","Replace",1.68,315,"AC",25.43,18254.83638,-1.17577307967792,2.04182630358869,0.033049045423588
"Job 226","Replace",2.46,315,"AC",17.56,25617.84829,-0.252203796700438,2.04182630358869,-0.832330207087861
"Job 253","Repair",2.65,315,"CI",16.23,7442.248788,-0.0272317918725903,2.04182630358869,-0.978576001984967
"Job 254","Repair",2.47,315,"AC",18.9,8409.4364,-0.240363164867393,2.04182630358869,-0.684984819747919
"Job 257","Replace",1.98,315,"AC",11.88,15618.80298,-0.82055412468658,2.04182630358869,-1.45689871461836
"Job 263","Replace",3.47,315,"CI",12.28,29183.75096,0.943700018437069,2.04182630358869,-1.41291501690494
"Job 270","Replace",1.88,315,"AC",26.25,21200.42372,-0.938960443017026,2.04182630358869,0.12321562573609
"Job 273","Replace",2.64,315,"ST",9.75,19038.24455,-0.0390724237056347,2.04182630358869,-1.6911119049423
"Job 291","Replace",1.97,315,"AC",31.47,24000.78736,-0.832394756519624,2.04182630358869,0.697202880896161
"Job 300","Repair",2.72,315,"CI",32.56,11409.64463,0.0556526309587223,2.04182630358869,0.817058457165218
"Job 321","Repair",4.14,315,"CI",30.93,17287.95613,1.73702235125106,2.04182630358869,0.63782488898305
"Job 351","Replace",2.83,315,"AC",19.82,25366.09384,0.185899581122213,2.04182630358869,-0.583822315007063
"Job 367","Replace",3.58,315,"AC",23.2,40265.41416,1.07394696860056,2.04182630358869,-0.212160069328703
"Job 418","Replace",3.32,315,"CI",34.95,35378.14271,0.766090540941399,2.04182630358869,1.07986105100288
"Job 422","Replace",3.33,315,"AC",17.43,27157.94599,0.777931172774444,2.04182630358869,-0.846624908844721
"Job 423","Replace",1.58,315,"CI",30.58,16930.8654,-1.29417939800836,2.04182630358869,0.599339153483812
"Job 441","Replace",1.7,315,"CI",24.18,16278.68749,-1.15209181601183,2.04182630358869,-0.104400009930835
"Job 452","Replace",2.43,315,"AC",46.31,36969.89124,-0.287725692199572,2.04182630358869,2.32899806606387
"Job 457","Repair",2.5,315,"CI",10.19,6384.713993,-0.20484126936826,2.04182630358869,-1.64272983745754
"Job 475","Repair",2.26,315,"ST",20.92,7918.301562,-0.489016433361331,2.04182630358869,-0.462867146295171
"Job 503","Repair",1.75,315,"ST",21.84,6722.529394,-1.09288865684661,2.04182630358869,-0.361704641554315
"Job 521","Repair",2.42,315,"AC",20.52,9615.222248,-0.299566324032617,2.04182630358869,-0.506850844008586
"Job 541","Repair",1.94,315,"ST",25.56,7723.254532,-0.867916652018758,2.04182630358869,0.0473437471804479
"Job 553","Replace",3.79,315,"ST",30.62,52115.47941,1.3226002370945,2.04182630358869,0.603737523255153
"Job 564","Replace",3.16,315,"ST",24.73,34393.96789,0.576640431612686,2.04182630358869,-0.0439224255748889
"Job 577","Replace",1.85,315,"AC",23.75,19300.14051,-0.97448233851616,2.04182630358869,-0.151682484972757
"Job 644","Replace",1.16,315,"AC",26.42,11972.25269,-1.79148593499624,2.04182630358869,0.141908697264291
"Job 654","Replace",3.18,315,"CI",35.9,43646.2035,0.600321695278775,2.04182630358869,1.18432233307224
"Job 656","Repair",2.49,315,"CI",42.75,13629.45481,-0.216681901201304,2.04182630358869,1.93754315641448
"Job 671","Replace",1.91,315,"CI",15.08,15136.04451,-0.903438547517892,2.04182630358869,-1.10502913291104
"Job 672","Replace",2.64,315,"CI",46.8,36757.96561,-0.0390724237056347,2.04182630358869,2.38287809576281
"Job 700","Replace",1.38,315,"CI",14.82,13703.99547,-1.53099203466926,2.04182630358869,-1.13361853642476
"Job 705","Repair",3.23,315,"ST",11.52,8727.865972,0.659524854443998,2.04182630358869,-1.49648404256043
"Job 717","Repair",1.98,315,"ST",25.01,8496.93393,-0.82055412468658,2.04182630358869,-0.013133837175498
"Job 739","Replace",3.34,315,"ST",24.01,40661.01318,0.789771804607488,2.04182630358869,-0.123093081459037
"Job 751","Replace",4.19,315,"ST",24.54,47315.71184,1.79622551041628,2.04182630358869,-0.0648146819887614
"Job 777","Replace",2.79,315,"AC",35.88,36212.36409,0.138537053790034,2.04182630358869,1.18212314818657
"Job 804","Replace",4.21,315,"AC",13.61,37030.73104,1.81990677408237,2.04182630358869,-1.26666922200784
"Job 820","Replace",2.44,315,"AC",40.5,33122.37942,-0.275885060366527,2.04182630358869,1.69013485677651
"Job 842","Replace",4.81,315,"AC",10.73,34000.98288,2.53034468406505,2.04182630358869,-1.58335184554443
"Job 859","Repair",3.83,315,"AC",24.2,16568.59272,1.36996276442667,2.04182630358869,-0.102200825045165
"Job 893","Replace",2.24,315,"AC",26.05,24842.05459,-0.512697697027419,2.04182630358869,0.101223776879382
"Job 904","Replace",3.58,315,"AC",16.47,31226.15006,1.07394696860056,2.04182630358869,-0.952185783356918
"Job 928","Replace",4.03,315,"AC",33.39,54883.77777,1.60677540108757,2.04182630358869,0.908324629920555
"Job 962","Replace",4.23,315,"AC",25.71,52578.01638,1.84358803774846,2.04182630358869,0.0638376338229789
"Job 965","Replace",1.97,315,"AC",34.62,27612.41262,-0.832394756519624,2.04182630358869,1.04357450038931
"Job 973","Repair",3.17,315,"ST",17.71,13849.46013,0.58848106344573,2.04182630358869,-0.81583632044533
"Job 978","Replace",2.94,315,"AC",37.46,45083.2866,0.316146531285704,2.04182630358869,1.35585875415456
"Job 999","Replace",2.21,315,"CI",15.08,17156.9041,-0.548219592526554,2.04182630358869,-1.10502913291104
"Job 1004","Replace",1.31,315,"ST",16.8,13554.35051,-1.61387645750057,2.04182630358869,-0.91589923274335
"Job 1031","Replace",1.8,315,"AC",33.12,24209.71514,-1.03368549768138,2.04182630358869,0.878635633963999
"Job 1056","Repair",3.03,315,"CI",22.05,11533.6286,0.422712217783105,2.04182630358869,-0.338613200254772
"Job 1057","Repair",4.01,315,"ST",18.42,15179.50535,1.58309413742148,2.04182630358869,-0.737765257004017
"Job 1114","Replace",2.82,315,"AC",20.68,23732.00354,0.174058949289168,2.04182630358869,-0.48925736492322
"Job 1130","Repair",2.78,315,"AC",31.71,11290.74197,0.12669642195699,2.04182630358869,0.72359309952421
"Job 1137","Replace",3.6,315,"AC",24.37,41921.14072,1.09762823226665,2.04182630358869,-0.0835077535169628
"Job 1184","Repair",2.69,315,"CI",16.69,9622.867838,0.0201307354595882,2.04182630358869,-0.927994749614539
"Job 1235","Repair",2.38,315,"AC",32.42,10373.61252,-0.346928851364795,2.04182630358869,0.801664162965523
"Job 1247","Replace",2.86,315,"AC",29.75,32370.37422,0.221421476621347,2.04182630358869,0.508072980728475
"Job 1305","Replace",2.39,315,"AC",23.15,27525.20193,-0.33508821953175,2.04182630358869,-0.21765803154288
"Job 1320","Replace",1.89,315,"AC",25.58,25069.41697,-0.927119811183981,2.04182630358869,0.0495429320661186
"Job 1323","Replace",2.42,315,"AC",44.25,37883.07122,-0.299566324032617,2.04182630358869,2.10248202283978
"Job 1324","Repair",3.77,315,"AC",16.91,11308.91599,1.29891897342841,2.04182630358869,-0.903803715872161
"Job 1328","Replace",2.17,315,"AC",37.66,33961.39775,-0.595582119858732,2.04182630358869,1.37785060301126
"Job 1332","Replace",2.15,315,"CI",15.97,20660.87142,-0.619263383524821,2.04182630358869,-1.00716540549869
"Job 1348","Replace",4.07,315,"AC",26.45,46467.99506,1.65413792841975,2.04182630358869,0.145207474592797
"Job 1373","Replace",2.19,315,"CI",23.99,24099.02148,-0.571900856192643,2.04182630358869,-0.125292266344708
"Job 1403","Replace",2.79,315,"AC",29.92,34395.41257,0.138537053790034,2.04182630358869,0.526766052256676
"Job 1418","Repair",3.56,315,"CI",20.35,12898.91146,1.05026570493447,2.04182630358869,-0.525543915536788
"Job 1420","Repair",2.63,315,"CI",41.6,13748.13917,-0.0509130555386796,2.04182630358869,1.81109002548841
"Job 1422","Repair",1.09,315,"AC",15.67,3529.883053,-1.87437035782755,2.04182630358869,-1.04015317878375
"Job 1441","Replace",2.46,315,"AC",42.94,32297.37359,-0.252203796700438,2.04182630358869,1.95843541282835
"Job 1463","Replace",4.85,315,"AC",13.82,41838.03997,2.57770721139723,2.04182630358869,-1.24357778070829
"Job 1471","Repair",2.49,315,"AC",18.5,8629.707568,-0.216681901201304,2.04182630358869,-0.728968517461334
"Job 1498","Replace",2.17,315,"ST",20.19,19868.53752,-0.595582119858732,2.04182630358869,-0.543137394622154
"Job 1540","Repair",2.9,315,"ST",16.92,11054.59036,0.268784003953525,2.04182630358869,-0.902704123429325
"Job 1541","Replace",3.92,315,"AC",31.21,48250.65265,1.47652845092408,2.04182630358869,0.668613477382441
"Job 1548","Replace",3.85,315,"AC",28.89,50289.90503,1.39364402809276,2.04182630358869,0.413508030644632
"Job 1558","Replace",2.09,315,"ST",19.68,19114.36322,-0.690307174523089,2.04182630358869,-0.599216609206759
"Job 1584","Repair",1.89,315,"AC",40.27,8699.308101,-0.927119811183981,2.04182630358869,1.6648442305913
"Job 1589","Repair",2.01,315,"CI",22.07,7856.544329,-0.785032229187446,2.04182630358869,-0.336414015369102
"Job 1616","Replace",3.19,315,"AC",23.26,33206.55912,0.612162327111819,2.04182630358869,-0.205562514671691
"Job 1635","Replace",2.09,315,"AC",29.59,23100.36193,-0.690307174523089,2.04182630358869,0.490479501643109
"Job 1653","Replace",3.79,315,"ST",22.51,42030.92123,1.3226002370945,2.04182630358869,-0.288031947884344
"Job 1675","Replace",1.26,315,"ST",42.55,19651.67105,-1.67307961666579,2.04182630358869,1.91555130755777
"Job 1679","Replace",3.86,315,"CI",22.92,40613.20253,1.40548465992581,2.04182630358869,-0.242948657728094
"Job 1691","Replace",2.93,315,"CI",16.71,26157.44424,0.304305899452659,2.04182630358869,-0.925795564728868
"Job 1718","Replace",2.93,315,"AC",18.55,34178.16447,0.304305899452659,2.04182630358869,-0.723470555247157
"Job 1734","Repair",3.26,315,"AC",35.86,12625.16157,0.695046749943131,2.04182630358869,1.1799239633009
"Job 1737","Replace",1.15,315,"CI",14.68,11996.72245,-1.80332656682928,2.04182630358869,-1.14901283062445
"Job 1757","Replace",1.89,315,"AC",22.15,19280.60891,-0.927119811183981,2.04182630358869,-0.327617275826419
"Job 1803","Replace",1.95,315,"AC",33.1,25546.60833,-0.856076020185714,2.04182630358869,0.876436449078329
"Job 1806","Replace",1.76,315,"AC",17.98,14465.0681,-1.08104802501356,2.04182630358869,-0.786147324488774
"Job 1809","Replace",2.8,315,"CI",27,34014.63946,0.150377685623079,2.04182630358869,0.205685058948744
"Job 1826","Replace",1.37,315,"ST",13.4,12034.33714,-1.5428326665023,2.04182630358869,-1.28976066330738
"Job 1847","Repair",2.32,315,"AC",32.64,13253.86082,-0.417972642363063,2.04182630358869,0.825855196707901
"Job 1852","Replace",2.58,315,"AC",19.72,24195.25392,-0.110116214703902,2.04182630358869,-0.594818239435417
"Job 1882","Replace",3.54,315,"CI",34.07,37670.8138,1.02658444126838,2.04182630358869,0.983096916033361
"Job 1898","Replace",3.41,315,"AC",38.84,46137.08614,0.872656227438801,2.04182630358869,1.50760251126584
"Job 1899","Repair",2.22,315,"AC",48.22,13559.88689,-0.536378960693509,2.04182630358869,2.53902022264543
"Job 1908","Replace",3.73,315,"AC",29.14,47761.26847,1.25155644609623,2.04182630358869,0.440997841715516
"Job 1929","Replace",2.27,315,"AC",27.34,28853.27829,-0.477175801528286,2.04182630358869,0.243071202005147
"Job 1957","Replace",2.46,315,"CI",32.02,29127.26202,-0.252203796700438,2.04182630358869,0.757680465252108
"Job 1970","Replace",2.06,315,"CI",31.01,23033.52267,-0.725829070022223,2.04182630358869,0.646621628525733
"Job 1973","Replace",1.37,315,"CI",20.91,14560.24199,-1.5428326665023,2.04182630358869,-0.463966738738006
"Job 1991","Repair",3.07,315,"AC",38.44,14646.04626,0.470074745115284,2.04182630358869,1.46361881355242
"Job 2018","Replace",1.94,315,"AC",19.75,20900.76021,-0.867916652018758,2.04182630358869,-0.591519462106911
"Job 2052","Replace",1.94,315,"AC",39.46,28064.59865,-0.867916652018758,2.04182630358869,1.57577724272163
"Job 2062","Replace",2.03,315,"AC",28.92,25369.64567,-0.761350965521357,2.04182630358869,0.416806807973138
"Job 2101","Replace",2.24,315,"AC",37.87,32038.96006,-0.512697697027419,2.04182630358869,1.40094204431081
"Job 2103","Replace",2.73,315,"AC",30.49,32899.70814,0.0674932627917667,2.04182630358869,0.589442821498293
"Job 2111","Repair",2.59,315,"CI",15.26,8509.292507,-0.0982755828708581,2.04182630358869,-1.08523646894
"Job 2119","Replace",3.69,315,"AC",25.76,46053.53619,1.20419391876405,2.04182630358869,0.0693355960371559
"Job 2129","Replace",4.08,315,"ST",10.84,33049.08151,1.66597856025279,2.04182630358869,-1.57125632867324
"Job 2144","Replace",3.58,315,"AC",25.46,39203.90503,1.07394696860056,2.04182630358869,0.0363478227520943
"Job 2197","Repair",4.49,315,"AC",32.85,22903.40395,2.15144446540762,2.04182630358869,0.848946638007445
"Job 2236","Replace",1.57,315,"AC",12.72,15302.79846,-1.30602002984141,2.04182630358869,-1.36453294942019
"Job 2244","Replace",1.96,315,"AC",25.62,20826.70319,-0.844235388352669,2.04182630358869,0.0539413018374605
"Job 2256","Replace",2.32,315,"CI",26.13,24563.32137,-0.417972642363063,2.04182630358869,0.110020516422065
"Job 2262","Replace",4.1,315,"CI",19.94,42631.30624,1.68965982391888,2.04182630358869,-0.570627205693039
